Address,Latitude,Longitude,Neighborhood
"5700 Centre Avenue Pittsburgh, PA ",40.457033,-79.933498,Friendship
"2408 Reed Street Pittsburgh, PA ",40.444359,-79.973388,Terrace Village
"2017 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"1210 Settlers Ridge Center Drive Pittsburgh, PA ",39.78373,-100.445882,
"320 McHolme Drive Pittsburgh, PA ",39.78373,-100.445882,
"262 Mt Nebo Pointe Drive Pittsburgh, PA ",39.78373,-100.445882,
"4804 Forbes Avenue Pittsburgh, PA ",40.443388,-79.945588,Squirrel Hill North
"274 Forbes  Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"320 Atwood Street Pittsburgh, PA ",40.439704,-79.955905,Central Oakland
"297 Beverly  Road Pittsburgh, PA ",39.78373,-100.445882,
"100 Robinson Ctr. Drive Pittsburgh, PA ",39.78373,-100.445882,
"11822 Frankstown Road Pittsburgh, PA ",40.459808,-79.873891,East Hills
"11822 Frankstown  Road Pittsburgh, PA ",40.459808,-79.873891,East Hills
"224 W Station Square Drive Pittsburgh, PA ",40.437824,-80.013036,South Shore
"5607 Baum Boulevard Pittsburgh, PA ",40.458203,-79.935348,Friendship
"3432 Wm Penn Hwy Pittsburgh, PA ",39.78373,-100.445882,
"9070 St Simon  Way Pittsburgh, PA ",39.78373,-100.445882,
"256 Craig Street Pittsburgh, PA ",39.78373,-100.445882,
"1900 Greentree Road Pittsburgh, PA ",40.435363,-80.033893,West End
"1915 McCague Street Pittsburgh, PA ",39.78373,-100.445882,
"643 1st Avenue Pittsburgh, PA ",39.78373,-100.445882,
"611 Wm Penn Place Pittsburgh, PA ",39.78373,-100.445882,
"812 Main  Street Pittsburgh, PA ",40.46458,-79.953733,Central Lawrenceville
"611 Old Clairton  Road Pittsburgh, PA ",39.78373,-100.445882,
"3212 Smallman Street Pittsburgh, PA ",40.449673,-79.98788,Strip District
"148 Euclid Avenue Pittsburgh, PA ",39.78373,-100.445882,
"3531 Forbes  Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"1019 West View Park Drive Pittsburgh, PA ",39.78373,-100.445882,
"8700 Duncan Avenue Pittsburgh, PA ",39.78373,-100.445882,
"19 Bakery Square Way Pittsburgh, PA ",40.457036,-79.914982,Larimer
"2002 East Carson Street Pittsburgh, PA ",40.428381,-79.977406,South Side Flats
"4710 Baum Boulevard Pittsburgh, PA ",40.453878,-79.949539,Bloomfield
"2204 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"100 South Commons Pittsburgh, PA ",40.45035,-80.004917,Allegheny Center
"600 Grant  Street Pittsburgh, PA ",40.441377,-79.994756,Downtown
"1320 Centre  Avenue Pittsburgh, PA ",40.440127,-79.987894,Downtown
"1719 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"1542 Beechview Avenue Pittsburgh, PA ",40.411099,-80.025016,Beechview
"222 Craft Avenue Pittsburgh, PA ",40.436518,-79.962364,South Oakland
"411 Cherry Way Pittsburgh, PA ",40.438804,-79.998583,Downtown
"1620 Pennsylvania  Avenue Pittsburgh, PA ",40.453288,-80.030365,Chateau
"328 Curry Hollow Road Pittsburgh, PA ",39.78373,-100.445882,
"111 Siena Drive Pittsburgh, PA ",39.78373,-100.445882,
"2410 West Liberty Avenue Pittsburgh, PA ",40.413791,-80.009759,Beltzhoover
"3600 Brownsville Road Pittsburgh, PA ",40.386932,-79.982947,Carrick
"663 Washington  Road Pittsburgh, PA ",39.78373,-100.445882,
"315 Craig Street Pittsburgh, PA ",39.78373,-100.445882,
"4326 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"900 Park Manor Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"3759 Library Road Pittsburgh, PA ",40.3787,-80.002225,Overbrook
"201 Smithfield Street Pittsburgh, PA ",40.438183,-80.000167,Downtown
"1722 Murray Avenue Pittsburgh, PA ",40.432294,-79.923158,Squirrel Hill South
"3271 West Liberty Avenue Pittsburgh, PA ",40.413791,-80.009759,Beltzhoover
"6100 Robinson Center  Drive Pittsburgh, PA ",39.78373,-100.445882,
"5813 Forbes Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"1836 Centre  Avenue Pittsburgh, PA ",40.46015,-79.924354,East Liberty
"114 Berry Street Pittsburgh, PA ",40.448545,-80.062845,Windgap
"112 Abbeyville  Road Pittsburgh, PA ",39.78373,-100.445882,
"310 Forbes Avenue Pittsburgh, PA ",40.43978,-80.000464,Downtown
"4108 Butler Street Pittsburgh, PA ",40.469609,-79.960883,Central Lawrenceville
"1307 Federal Street Pittsburgh, PA ",40.457015,-80.007452,Central Northside
"7700 Penn  Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"6114 Centre Avenue Pittsburgh, PA ",40.46015,-79.924354,East Liberty
"227 Summit Park Drive Pittsburgh, PA ",39.78373,-100.445882,
"5301 Grove Rd Pittsburgh, PA ",39.78373,-100.445882,
"4428 Liberty  Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"5027 Curry  Road Pittsburgh, PA ",39.78373,-100.445882,
"930 Brookline Boulevard Pittsburgh, PA ",40.393799,-80.020051,Brookline
"900 Cedar Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"3200 McIntyre Square  Drive Pittsburgh, PA ",39.78373,-100.445882,
"300 Halket Street Pittsburgh, PA ",40.437369,-79.961281,South Oakland
"1817 Leechburg Road Pittsburgh, PA ",39.78373,-100.445882,
"225 Brownsville Road Pittsburgh, PA ",40.386932,-79.982947,Carrick
"2318 Broadway Avenue Pittsburgh, PA ",40.411092,-80.024311,Beechview
"433 Graeme Street Pittsburgh, PA ",40.441171,-80.002729,Downtown
"245 Schenley Drive Pittsburgh, PA ",40.442278,-79.952243,Central Oakland
"501 Grant Street Pittsburgh, PA ",40.43995,-79.997011,Downtown
"401 Home  Drive Pittsburgh, PA ",39.78373,-100.445882,
"2122 Brownsville Road Pittsburgh, PA ",40.386932,-79.982947,Carrick
"1036 Brookline Boulevard Pittsburgh, PA ",40.391645,-80.016407,Brookline
"120 Siena Drive Pittsburgh, PA ",39.78373,-100.445882,
"4905 Penn  Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"3536 Clairton Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"422 Semple  Street Pittsburgh, PA ",40.436121,-79.952286,Central Oakland
"4065 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"2204 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"971 Liberty Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"4300 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"300C Beverly  Road Pittsburgh, PA ",39.78373,-100.445882,
"134 Bakery Square  Boulevard Pittsburgh, PA ",40.456823,-79.914928,Larimer
"616 South Avenue Pittsburgh, PA ",39.78373,-100.445882,
"654 Washington  Road Pittsburgh, PA ",39.78373,-100.445882,
"623 North Avenue Pittsburgh, PA ",39.78373,-100.445882,
"2001 Mountain View Drive Pittsburgh, PA ",39.78373,-100.445882,
"940 Ohio River  Boulevard Pittsburgh, PA ",40.448877,-80.017796,Chateau
"3536 Saw Mill Run  Boulevard Pittsburgh, PA ",40.384054,-79.995424,Overbrook
"105 Highland  Avenue Pittsburgh, PA ",39.78373,-100.445882,
"4611 Forbes  Avenue Pittsburgh, PA ",40.444682,-79.948108,North Oakland
"907 Western Avenue Pittsburgh, PA ",40.450645,-80.023662,Chateau
"4923 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"209 Commericial  Avenue Pittsburgh, PA ",39.78373,-100.445882,
"690 Chauvet Drive Pittsburgh, PA ",39.78373,-100.445882,
"4100 Penn  Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"926 Western Avenue Pittsburgh, PA ",40.450645,-80.023662,Chateau
"8011-B McKnight Road Pittsburgh, PA ",39.78373,-100.445882,
"118 Meyran Avenue Pittsburgh, PA ",40.44092,-79.958741,Central Oakland
"2009 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"409 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"7800 Susquehanna Street Pittsburgh, PA ",40.409612,-79.959969,Arlington
"129 Brownsville Road Pittsburgh, PA ",40.416714,-79.986617,South Side Slopes
"2018 Murray Avenue Pittsburgh, PA ",40.432294,-79.923158,Squirrel Hill South
"472 44th Street Pittsburgh, PA ",40.467226,-79.953962,Central Lawrenceville
"1000 Liberty Avenue Pittsburgh, PA ",40.443414,-79.994671,Downtown
"429 Forbes  Avenue Pittsburgh, PA ",40.439105,-79.997896,Downtown
"1204 Federal Street Pittsburgh, PA ",40.449763,-80.004709,Allegheny Center
"539 Liberty Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"4613 Liberty  Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"3832 Penn  Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"818 5th Avenue Pittsburgh, PA ",40.454898,-79.911439,Larimer
"342 Center Avenue Pittsburgh, PA ",40.395719,-79.839108,
"601 Lincoln Avenue Pittsburgh, PA ",40.464496,-79.899624,Homewood West
"5203 Interboro Avenue Pittsburgh, PA ",40.373781,-79.911891,Lincoln Place
"1207 Allegheny Avenue Pittsburgh, PA ",40.451077,-80.018784,Chateau
"847 Western Avenue Pittsburgh, PA ",40.450645,-80.023662,Chateau
"3060 West Liberty Avenue Pittsburgh, PA ",40.413791,-80.009759,Beltzhoover
"701 Liberty Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"201 Wood Street Pittsburgh, PA ",40.437451,-80.002604,Downtown
"107 Flowers  Avenue Pittsburgh, PA ",40.411391,-79.939748,Hazelwood
"148 Oakland  Avenue Pittsburgh, PA ",40.441587,-79.957179,Central Oakland
"1066 Washington Road Pittsburgh, PA ",39.78373,-100.445882,
"6300 Northway  Drive Pittsburgh, PA ",39.78373,-100.445882,
"1219 Federal Street Pittsburgh, PA ",40.456355,-80.007086,Central Northside
"3345 Penn  Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"810 Ivy Street Pittsburgh, PA ",40.450115,-79.931334,Shadyside
"177 40th Street Pittsburgh, PA ",40.466409,-79.959377,Central Lawrenceville
"728 Copeland Street Pittsburgh, PA ",40.45214,-79.935403,Shadyside
"1 Penn Center West Pittsburgh, PA ",39.78373,-100.445882,
"4140 Saw Mill Run Boulevard Pittsburgh, PA ",40.384054,-79.995424,Overbrook
"575 Epsilon Drive Pittsburgh, PA ",39.78373,-100.445882,
"3420 Universal  Road Pittsburgh, PA ",39.78373,-100.445882,
"2549 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"4871 Clairton Blvd Pittsburgh, PA ",39.78373,-100.445882,
"802 Brookline Boulevard Pittsburgh, PA ",40.393799,-80.020051,Brookline
"1126 Smallman Street Pittsburgh, PA ",40.449673,-79.98788,Strip District
"1021 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"810 Brookline Boulevard Pittsburgh, PA ",40.393799,-80.020051,Brookline
"2701 Penn  Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"290 Settlers Ridge Ctr Dr Pittsburgh, PA ",39.78373,-100.445882,
"100 Commons Pittsburgh, PA ",40.398676,-79.833443,
"3229 Liberty Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"3705 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"350 Forbes Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"1714 Murray Avenue Pittsburgh, PA ",40.432294,-79.923158,Squirrel Hill South
"3517 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"807 West View Park  Drive Pittsburgh, PA ",39.78373,-100.445882,
"4912 Gardenville Road Pittsburgh, PA ",39.78373,-100.445882,
"202 Robinson Center Drive Pittsburgh, PA ",39.78373,-100.445882,
"3433 Spring Garden Road Pittsburgh, PA ",39.78373,-100.445882,
"609 Trenton Avenue Pittsburgh, PA ",39.78373,-100.445882,
"10341 Overlook Drive Pittsburgh, PA ",40.432274,-79.946817,Squirrel Hill South
"1113 Braddock Avenue Pittsburgh, PA ",40.427226,-79.890789,Swisshelm Park
"4765 Forbes Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"11749 Frankstown Road Pittsburgh, PA ",40.459808,-79.873891,East Hills
"930 Penn Ave Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"424 Semple Street Pittsburgh, PA ",40.436121,-79.952286,Central Oakland
"1602 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"1532 Brownsville Road Pittsburgh, PA ",40.386932,-79.982947,Carrick
"6 Balph Avenue Pittsburgh, PA ",39.78373,-100.445882,
"800 Chauvet Drive Pittsburgh, PA ",39.78373,-100.445882,
"4325 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"2107 Murray Avenue Pittsburgh, PA ",40.432294,-79.923158,Squirrel Hill South
"532 Homewood Avenue Pittsburgh, PA ",40.452349,-79.898844,Point Breeze North
"5235 Clairton Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"5001 Curry  Road Pittsburgh, PA ",39.78373,-100.445882,
"1962 Lowrie  Street Pittsburgh, PA ",40.46249,-79.98349,Troy Hill
"1962 Lowrie Street Pittsburgh, PA ",40.46249,-79.98349,Troy Hill
"124 Highland Avenue Pittsburgh, PA ",39.78373,-100.445882,
"7615 Saltsburg  Road Pittsburgh, PA ",39.78373,-100.445882,
"5189 Baum Boulevard Pittsburgh, PA ",40.454057,-79.949853,North Oakland
"1650 Metropolitan Street Pittsburgh, PA ",40.455927,-80.031042,Chateau
"6736 Reynolds  Street Pittsburgh, PA ",40.450384,-79.914511,Point Breeze South
"268 Forbes Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"19 Wilson  Street Pittsburgh, PA ",39.78373,-100.445882,
"4100 Brownsville Road Pittsburgh, PA ",40.386932,-79.982947,Carrick
"4715 Liberty  Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"3803 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"601 Clairton Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"1945 Park Manor Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"5102 Baum Boulevard Pittsburgh, PA ",40.454057,-79.949853,North Oakland
"4371 Murray Avenue Pittsburgh, PA ",40.432294,-79.923158,Squirrel Hill South
"11655 Frankstown Road Pittsburgh, PA ",40.459808,-79.873891,East Hills
"2100 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"1310 Crafton Boulevard Pittsburgh, PA ",40.430649,-80.066726,Oakwood
"5824 Forbes Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"6541 Steubenville Pike Pittsburgh, PA ",40.44048,-80.080523,Fairywood
"344 Atwood  Street Pittsburgh, PA ",40.439704,-79.955905,Central Oakland
"5801 Hampton Street Pittsburgh, PA ",40.474617,-79.920854,Highland Park
"1 Allegheny  Avenue Pittsburgh, PA ",40.445677,-80.017981,Chateau
"11101 Frankstown  Road Pittsburgh, PA ",40.459808,-79.873891,East Hills
"4042 Saw Mill Run  Boulevard Pittsburgh, PA ",40.384054,-79.995424,Overbrook
"665 Clairton  Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"501 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"2551 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"414 Ohio Street Pittsburgh, PA ",39.78373,-100.445882,
"4114 Saw Mill Run (Rear)  Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"4114 Saw Mill Run Boulevard Pittsburgh, PA ",40.384054,-79.995424,Overbrook
"7518 Dickson  Street Pittsburgh, PA ",40.469148,-80.033464,Marshall-Shadeland
"1216 Cochran Mill Road Pittsburgh, PA ",39.78373,-100.445882,
"4100 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"1001 Cool Springs Drive Pittsburgh, PA ",39.78373,-100.445882,
"2056 Broadway Avenue Pittsburgh, PA ",40.405261,-80.030186,Beechview
"1104 Braddock Avenue Pittsburgh, PA ",40.427226,-79.890789,Swisshelm Park
"600 Lincoln Avenue Pittsburgh, PA ",40.464496,-79.899624,Homewood West
"183 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"647 Smithfield Street Pittsburgh, PA ",40.435636,-80.00166,South Shore
"375 North Shore  Drive Pittsburgh, PA ",40.445845,-80.010805,North Shore
"4501 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"1122 Freeport  Road Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"1827 Murray  Avenue Pittsburgh, PA ",40.432294,-79.923158,Squirrel Hill South
"6210 Grand Avenue Pittsburgh, PA ",40.474992,-80.025279,Marshall-Shadeland
"1026 Mt Nebo Road Pittsburgh, PA ",39.78373,-100.445882,
"5474 Campbells Run Road Pittsburgh, PA ",39.78373,-100.445882,
"412 Semple  Street Pittsburgh, PA ",40.436121,-79.952286,Central Oakland
"5349 Penn  Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"1506 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"3524 5th Avenue Pittsburgh, PA ",40.454898,-79.911439,Larimer
"5319 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"98 Clairton Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"11 Stanwix Street Pittsburgh, PA ",40.439019,-80.006285,Downtown
"120 Art Rooney  Avenue Pittsburgh, PA ",40.446688,-80.014015,North Shore
"4208 Forbes Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"1700 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"110 Smithfield  Street Pittsburgh, PA ",40.437427,-80.000168,Downtown
"5904 Bryant Street Pittsburgh, PA ",40.475425,-79.91972,Highland Park
"700 Arch Street Pittsburgh, PA ",40.453413,-80.009954,Allegheny Center
"1019 Canal Street Pittsburgh, PA ",39.78373,-100.445882,
"208 Highland Avenue Pittsburgh, PA ",39.78373,-100.445882,
"6 Smithfield  Street Pittsburgh, PA ",40.436868,-80.000562,Downtown
"366 Lincoln  Avenue Pittsburgh, PA ",40.464496,-79.899624,Homewood West
"2600 Perrysville  Avenue Pittsburgh, PA ",40.490136,-80.018487,Perry North
"2108 Murray Avenue Pittsburgh, PA ",40.432294,-79.923158,Squirrel Hill South
"2897 Liberty Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"4750 Clairton Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"2612 Sarah Street Pittsburgh, PA ",40.427974,-79.98855,South Side Flats
"625 Long Road Pittsburgh, PA ",39.78373,-100.445882,
"11700 Frankstown  Road Pittsburgh, PA ",40.459808,-79.873891,East Hills
"1041 Freeport Road Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"463 Boulevard of the Allies Pittsburgh, PA ",40.434452,-79.94975,Central Oakland
"1327 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"101 Station Square Drive Pittsburgh, PA ",40.434957,-80.00761,South Shore
"2147 Ardmore Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"425 Forbes Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"945 Penn Avenue Pittsburgh, PA ",40.4444,-79.997003,Downtown
"85 Blazier Drive Pittsburgh, PA ",39.78373,-100.445882,
"6018 Penn Avenue Pittsburgh, PA ",40.460892,-79.924179,East Liberty
"4851 Clairton Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"5017 2nd Avenue Pittsburgh, PA ",39.78373,-100.445882,
"650 Smithfield Street Pittsburgh, PA ",40.442534,-79.996688,Downtown
"734 Brookline  Boulevard Pittsburgh, PA ",40.393799,-80.020051,Brookline
"1120 Park Manor Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"246 Forbes Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"219 Atwood Street Pittsburgh, PA ",40.439704,-79.955905,Central Oakland
"206 Brownsville Road Pittsburgh, PA ",40.386932,-79.982947,Carrick
"2512 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"3231 Brighton Road Pittsburgh, PA ",40.455736,-80.01522,Central Northside
"115 Center New Texas Rd Pittsburgh, PA ",39.78373,-100.445882,
"4919 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"121 Costco Drive Pittsburgh, PA ",39.78373,-100.445882,
"750 Warrington  Avenue Pittsburgh, PA ",39.78373,-100.445882,
"7 Poplar Street Pittsburgh, PA ",40.428339,-80.056573,Oakwood
"1984 Greentree Road Pittsburgh, PA ",40.435363,-80.033893,West End
"7223 McKnight Road Pittsburgh, PA ",40.496065,-80.012221,Summer Hill
"2611 Smallman Street Pittsburgh, PA ",40.449673,-79.98788,Strip District
"3125 Banksville Road Pittsburgh, PA ",40.399816,-80.043423,Banksville
"110 Atwood Street Pittsburgh, PA ",40.439704,-79.955905,Central Oakland
"5130 Bigelow  Boulevard Pittsburgh, PA ",40.445343,-79.989184,Crawford-Roberts
"4316 Butler  Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"7107 Harrison Avenue Pittsburgh, PA ",39.78373,-100.445882,
"2180 Greentree Road Pittsburgh, PA ",40.435363,-80.033893,West End
"46 Fox Chapel Road Pittsburgh, PA ",39.78373,-100.445882,
"524 Grant  Street Pittsburgh, PA ",40.436216,-79.99905,Downtown
"3711 Charlotte  Street Pittsburgh, PA ",40.46572,-79.966149,
"961 Liberty Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"569 Lincoln Avenue Pittsburgh, PA ",40.464496,-79.899624,Homewood West
"1710 Forbes Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"4501 Lytle Street Pittsburgh, PA ",40.405156,-79.944967,Hazelwood
"1211 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"1108 Smallman Street Pittsburgh, PA ",40.449673,-79.98788,Strip District
"1022 5th Avenue Pittsburgh, PA ",40.454898,-79.911439,Larimer
"1605 Broadway Avenue Pittsburgh, PA ",40.411092,-80.024311,Beechview
"407 Lincoln Avenue Pittsburgh, PA ",40.464496,-79.899624,Homewood West
"2065 Ardmore Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"100 Bellevue Avenue Pittsburgh, PA ",39.78373,-100.445882,
"301 South Hills Village Upper Level Pittsburgh, PA ",39.78373,-100.445882,
"663 Washington Road Pittsburgh, PA ",39.78373,-100.445882,
"1 Schenley Drive Pittsburgh, PA ",40.442278,-79.952243,Central Oakland
"1405 Potomac Avenue Pittsburgh, PA ",40.403336,-80.040739,Banksville
"410 Main Street Pittsburgh, PA ",40.46458,-79.953733,Central Lawrenceville
"6012 Centre Avenue Pittsburgh, PA ",40.46015,-79.924354,East Liberty
"4207 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"4419 Butler Street Pittsburgh, PA ",40.472083,-79.959558,Central Lawrenceville
"300 Saint Clair Street Pittsburgh, PA ",39.78373,-100.445882,
"1924 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"200 Childrens  Way Pittsburgh, PA ",40.45152,-80.006912,Allegheny Center
"900 Western Avenue Pittsburgh, PA ",40.450645,-80.023662,Chateau
"4770 Liberty  Avenue Pittsburgh, PA ",40.460954,-79.947891,Bloomfield
"502 Liberty Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"2 Sedgwick Street Pittsburgh, PA ",40.459543,-80.023996,California-Kirkbride
"2379 Noblestown Road Pittsburgh, PA ",40.438218,-80.044528,Westwood
"271 Clairton Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"4901 2nd Avenue Pittsburgh, PA ",39.78373,-100.445882,
"5009 2nd  Avenue Pittsburgh, PA ",39.78373,-100.445882,
"3307 Saw Mill Run Boulevard Pittsburgh, PA ",40.384054,-79.995424,Overbrook
"3565 Harts Run  Road Pittsburgh, PA ",39.78373,-100.445882,
"919 Western Avenue Pittsburgh, PA ",40.451586,-80.017184,Allegheny West
"309 Smithfield  Street Pittsburgh, PA ",40.438503,-79.999936,Downtown
"5241 Liberty Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"5889 Forbes Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"285 River Avenue Pittsburgh, PA ",40.487965,-79.90311,Lincoln-Lemington-Belmar
"2603 Freeport Rd Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"2600 Perrysville Avenue Pittsburgh, PA ",40.490136,-80.018487,Perry North
"2060 Ardmore Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"942 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"5871 Forbes Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"5009 2nd Avenue Pittsburgh, PA ",39.78373,-100.445882,
"212 Rodi Road Pittsburgh, PA ",39.78373,-100.445882,
"4305 Main Street Pittsburgh, PA ",40.46458,-79.953733,Central Lawrenceville
"1106 Federal Street Pittsburgh, PA ",40.449763,-80.004709,Allegheny Center
"1028 Freeport Road Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"301-305 Craig  Street Pittsburgh, PA ",39.78373,-100.445882,
"120 Federal Street Pittsburgh, PA ",40.449763,-80.004709,Allegheny Center
"2333 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"1000 Cool Springs Drive Pittsburgh, PA ",39.78373,-100.445882,
"906 A Western  Avenue Pittsburgh, PA ",40.450645,-80.023662,Chateau
"103 Federal Street Pittsburgh, PA ",40.449763,-80.004709,Allegheny Center
"4508 Liberty Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"514 East Ohio Street Pittsburgh, PA ",40.454285,-79.996321,East Allegheny
"2019 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"1724 Prospect Road Pittsburgh, PA ",39.78373,-100.445882,
"2701 Freeport Rd Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"2002 Smallman Street Pittsburgh, PA ",40.451691,-79.984344,Strip District
"1613 Brownsville Road Pittsburgh, PA ",40.386932,-79.982947,Carrick
"7520 McKnight Road Pittsburgh, PA ",40.496065,-80.012221,Summer Hill
"1125 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"177 Highland Avenue Pittsburgh, PA ",39.78373,-100.445882,
"5 PPG Place Pittsburgh, PA ",39.78373,-100.445882,
"214 6th Street Pittsburgh, PA ",40.442802,-80.002193,Downtown
"461 Melwood  Avenue Pittsburgh, PA ",40.451716,-79.950588,North Oakland
"945 Liberty Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"2305 Smallman Street Pittsburgh, PA ",40.449673,-79.98788,Strip District
"6524 Wilkins Avenue Pittsburgh, PA ",40.444699,-79.929174,Squirrel Hill North
"4601 Liberty  Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"545 Navato Place Pittsburgh, PA ",39.78373,-100.445882,
"600 Brookline Boulevard Pittsburgh, PA ",40.393799,-80.020051,Brookline
"2103 Murray Avenue Pittsburgh, PA ",40.432294,-79.923158,Squirrel Hill South
"130 Brownsville Road Pittsburgh, PA ",40.386932,-79.982947,Carrick
"3625 California Avenue Pittsburgh, PA ",40.480947,-80.041579,Brighton Heights
"224 Euclid Avenue Pittsburgh, PA ",39.78373,-100.445882,
"4323 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"115 Oakland Avenue Pittsburgh, PA ",40.438264,-79.952901,Central Oakland
