Address,Latitude,Longitude,Neighborhood
"230 Station Square Pittsburgh, PA ",40.436111,-80.009357,South Shore
"2300 Ardmore Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"691 Clairton Blvd Pittsburgh, PA ",39.78373,-100.445882,
"10 S 19th St Pittsburgh, PA ",40.428685,-79.979128,South Side Flats
"3719 Terrace Street Pittsburgh, PA ",40.44024,-79.968502,West Oakland
"500 Sampsonia Way Pittsburgh, PA ",40.456309,-80.015012,Central Northside
"1 Anchor Drive Pittsburgh, PA ",39.78373,-100.445882,
"1017 Main St Pittsburgh, PA ",40.46458,-79.953733,Central Lawrenceville
"134 6th Street Pittsburgh, PA ",40.442802,-80.002193,Downtown
"1 Windmere Rd Pittsburgh, PA ",39.78373,-100.445882,
"900 Park Avenue Pittsburgh, PA ",40.995625,-82.752733,
"700 Barclay Avenue Pittsburgh, PA ",39.78373,-100.445882,
"100 Robinson Center Drive Pittsburgh, PA ",39.78373,-100.445882,
"4305 Brownsville  Road Pittsburgh, PA ",40.386932,-79.982947,Carrick
"100 Churchill Road Pittsburgh, PA ",40.426183,-80.049476,Westwood
"1811 E Carson  Street Pittsburgh, PA ",40.427444,-79.968377,South Side Flats
"5846 Forbes Ave / 2nd Fl Pittsburgh, PA ",39.78373,-100.445882,
"5123 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"4627 Liberty Ave Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"930 Presque Isle Dr Pittsburgh, PA ",39.78373,-100.445882,
"317 S Craig  Street Pittsburgh, PA ",40.445191,-79.948556,North Oakland
"317 Craig  Street Pittsburgh, PA ",39.78373,-100.445882,
"5808 Forbes Ave Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"1854 Forbes Ave Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"2829 Bedford Ave Pittsburgh, PA ",40.452882,-79.964934,Upper Hill
"2022 Spring Way Pittsburgh, PA ",40.45463,-79.978087,Strip District
"7211 Saltsburg Road Pittsburgh, PA ",39.78373,-100.445882,
"331 Mt Lebanon  Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"4509 Liberty  Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"1111 Airport Boulevard / Pgh Int'l Airport Pittsburgh, PA ",39.78373,-100.445882,
"823 Penn Avenue Pittsburgh, PA ",40.443877,-79.998569,Downtown
"1178 Steuben  Street Pittsburgh, PA ",40.443819,-80.030167,Elliott
"2518 Carson  Street Pittsburgh, PA ",39.78373,-100.445882,
"5825 Ellsworth Avenue Pittsburgh, PA ",40.459107,-79.923497,Shadyside
"5881 Forbes Ave Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"420 Craig Street Pittsburgh, PA ",39.78373,-100.445882,
"978 Greentree Road Pittsburgh, PA ",40.435363,-80.033893,West End
"1951 Park Manor Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"410 Clairton Blvd Pittsburgh, PA ",39.78373,-100.445882,
"915 Mt Royal Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"1315 Mifflin Rd Pittsburgh, PA ",40.381374,-79.927669,New Homestead
"194 Craig Street Pittsburgh, PA ",39.78373,-100.445882,
"2310 Babcock Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"531 Lincoln Avenue Pittsburgh, PA ",40.464496,-79.899624,Homewood West
"1705 Carson  Street Pittsburgh, PA ",39.78373,-100.445882,
"314 5th Avenue Pittsburgh, PA ",40.454898,-79.911439,Larimer
"6000 Penn Avenue Pittsburgh, PA ",40.461077,-79.924577,East Liberty
"3612 Forbes Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"9180 Covenant Avenue Pittsburgh, PA ",39.78373,-100.445882,
"19 S 27th St Pittsburgh, PA ",40.425001,-79.968039,South Side Flats
"3896 Bigelow Boulevard Pittsburgh, PA ",40.445343,-79.989184,Crawford-Roberts
"2 Gateway Center Pittsburgh, PA ",39.78373,-100.445882,
"804 West View Park Drive Pittsburgh, PA ",39.78373,-100.445882,
"6501 Steubenville Pike Pittsburgh, PA ",40.44048,-80.080523,Fairywood
"16 Market Square Pittsburgh, PA ",40.440733,-80.002558,Downtown
"6 Anchor Drive Pittsburgh, PA ",39.78373,-100.445882,
"2038 Noble Street Pittsburgh, PA ",40.45426,-79.936463,Shadyside
"1717 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"200 Mt Oliver St Pittsburgh, PA ",40.418758,-79.987669,Allentown
"655 Rodi Road Pittsburgh, PA ",39.78373,-100.445882,
"124 Grant Avenue Pittsburgh, PA ",39.78373,-100.445882,
"9566 Perry Hwy Pittsburgh, PA ",40.49831,-80.020311,Perry North
"1400 5th  Avenue Pittsburgh, PA ",40.454898,-79.911439,Larimer
"3811 Butler  Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"733 Copeland Street Pittsburgh, PA ",40.451159,-79.934725,Shadyside
"550 Center New Texas Rd Pittsburgh, PA ",39.78373,-100.445882,
"203 Federal Street Pittsburgh, PA ",40.449763,-80.004709,Allegheny Center
"739 Bellefonte Street Pittsburgh, PA ",40.453057,-79.934931,Shadyside
"3301 Saw Mill Run  Boulevard Pittsburgh, PA ",40.384054,-79.995424,Overbrook
"6000 Robinson Center Drive Pittsburgh, PA ",39.78373,-100.445882,
"1125 N Highland Ave Pittsburgh, PA ",40.474699,-79.918846,East Liberty
"890 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"403 Semple St Pittsburgh, PA ",40.436121,-79.952286,Central Oakland
"410 Mathilda  Street Pittsburgh, PA ",39.78373,-100.445882,
"3400 Water Street Pittsburgh, PA ",39.78373,-100.445882,
"101 6th Street Pittsburgh, PA ",40.442802,-80.002193,Downtown
"500 1st Avenue Pittsburgh, PA ",39.78373,-100.445882,
"172 6th Avenue Pittsburgh, PA ",39.78373,-100.445882,
"151 Mt Royal Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"7034 Blackhawk Street Pittsburgh, PA ",40.420379,-79.898577,Swisshelm Park
"4214 Brownsville Rd Pittsburgh, PA ",40.386932,-79.982947,Carrick
"801 Allegheny Avenue Pittsburgh, PA ",40.450823,-80.019014,Chateau
"1 Poplar Street Pittsburgh, PA ",40.428339,-80.056573,Oakwood
"1865 New Texas  Road Pittsburgh, PA ",39.78373,-100.445882,
"505 Smithfield Street Pittsburgh, PA ",40.440381,-79.99869,Downtown
"500 Liberty  Avenue Pittsburgh, PA ",40.44081,-80.006105,Downtown
"1630 Penn Ave Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"6361 Penn Avenue Pittsburgh, PA ",40.4588,-79.918444,East Liberty
"6 Bailey Ave Pittsburgh, PA ",40.42691,-79.999949,Allentown
"386 Perry  Highway Pittsburgh, PA ",40.49831,-80.020311,Perry North
"300A Beverly  Road Pittsburgh, PA ",39.78373,-100.445882,
"580 Old Clairton Rd Pittsburgh, PA ",39.78373,-100.445882,
"1413 Cathell  Road Pittsburgh, PA ",40.389341,-79.947629,Hays
"1500 Washington Road Pittsburgh, PA ",39.78373,-100.445882,
"4901 2nd Ave Pittsburgh, PA ",39.78373,-100.445882,
"1901 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"758 Brookline Boulevard Pittsburgh, PA ",40.393799,-80.020051,Brookline
"5311 Campbells Run Road Pittsburgh, PA ",39.78373,-100.445882,
"7824 Perry Highway Pittsburgh, PA ",40.49831,-80.020311,Perry North
"3250 California  Avenue Pittsburgh, PA ",40.474664,-80.038712,Marshall-Shadeland
"1343 West Liberty Avenue Pittsburgh, PA ",40.413791,-80.009759,Beltzhoover
"414 Semple St Pittsburgh, PA ",40.436121,-79.952286,Central Oakland
"7179 Saltsburg Rd Pittsburgh, PA ",39.78373,-100.445882,
"1118-1120 Braddock  Avenue Pittsburgh, PA ",40.427226,-79.890789,Swisshelm Park
"420 Ft Duquesne Boulevard Pittsburgh, PA ",40.442997,-80.005425,Downtown
"2100 Murray Ave Pittsburgh, PA ",40.433588,-79.923127,Squirrel Hill South
"801 Liberty Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"309 Smithfield Street Pittsburgh, PA ",40.438503,-79.999936,Downtown
"1 PPG Place Pittsburgh, PA ",39.78373,-100.445882,
"611 William Penn  Place Pittsburgh, PA ",40.44109,-79.996758,Downtown
"5 W Station Square Drive Pittsburgh, PA ",40.437824,-80.013036,South Shore
"951 Old Frankstown Rd Pittsburgh, PA ",39.78373,-100.445882,
"4260 Ohio River Blvd Pittsburgh, PA ",40.448877,-80.017796,Chateau
"1804 Golden Mile Hwy Pittsburgh, PA ",39.78373,-100.445882,
"2777 E Carson St Pittsburgh, PA ",40.427444,-79.968377,South Side Flats
"20 McIntyre Sq Drive Pittsburgh, PA ",39.78373,-100.445882,
"420 N Highland Ave Pittsburgh, PA ",40.464388,-79.923313,East Liberty
"184 Washington Place Pittsburgh, PA ",40.43932,-79.990877,Downtown
"655 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"55 Alpha Drive Pittsburgh, PA ",39.78373,-100.445882,
"1366 Old Freeport Road Pittsburgh, PA ",39.78373,-100.445882,
"1717 Lebanon Church Road Pittsburgh, PA ",39.78373,-100.445882,
"200 Park Manor Drive Pittsburgh, PA ",39.78373,-100.445882,
"5208 Clairton Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"5 Hot Metal Street Pittsburgh, PA ",40.426206,-79.963642,South Side Flats
"680 Andersen Drive / Bldg 10 Pittsburgh, PA ",39.78373,-100.445882,
"1711 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"211 North Shore  Drive Pittsburgh, PA ",40.445194,-80.01656,North Shore
"4415 5th Ave Pittsburgh, PA ",40.447112,-79.951236,North Oakland
"17 Grant Avenue Pittsburgh, PA ",39.78373,-100.445882,
"366 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"107 6th Street Pittsburgh, PA ",40.443797,-80.002275,Downtown
"1693 McFarland Road Pittsburgh, PA ",39.78373,-100.445882,
"7141 Frankstown Ave Pittsburgh, PA ",40.456927,-79.87791,East Hills
"5336 Perry Highway Pittsburgh, PA ",40.49831,-80.020311,Perry North
"77 Hot Metal  St Pittsburgh, PA ",40.426206,-79.963642,South Side Flats
"1137 Braddock Avenue Pittsburgh, PA ",40.427226,-79.890789,Swisshelm Park
"1400 Smallman Street Pittsburgh, PA ",40.449673,-79.98788,Strip District
"304 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"914 Brownsville Rd Pittsburgh, PA ",40.386932,-79.982947,Carrick
"212 Shiloh Street Pittsburgh, PA ",40.42884,-80.007271,Mount Washington
"4609 Forbes Ave Pittsburgh, PA ",40.444677,-79.948187,North Oakland
"5929 Baum Boulevard Pittsburgh, PA ",40.460633,-79.926924,East Liberty
"947 Western Avenue Pittsburgh, PA ",40.451438,-80.018299,Allegheny West
"12270 Frankstown  Road Pittsburgh, PA ",40.459808,-79.873891,East Hills
"1707 Babcock Blvd Pittsburgh, PA ",39.78373,-100.445882,
"5886 Forbes Ave Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"5037 2nd Ave Pittsburgh, PA ",39.78373,-100.445882,
"2713 Brownsville Rd Pittsburgh, PA ",40.386932,-79.982947,Carrick
"979 Freeport Road Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"634 Camp Horne Road Pittsburgh, PA ",39.78373,-100.445882,
"1808 Golden Mile Hwy Pittsburgh, PA ",39.78373,-100.445882,
"1501 Reedsdale  Street Pittsburgh, PA ",40.448009,-80.017809,North Shore
"138 Unity Center Rd Pittsburgh, PA ",39.78373,-100.445882,
"2558 Universal Rd Pittsburgh, PA ",39.78373,-100.445882,
"1903 Leechburg  Road Pittsburgh, PA ",39.78373,-100.445882,
"918 Jackman Ave Pittsburgh, PA ",39.78373,-100.445882,
"2003 E Carson St Pittsburgh, PA ",40.428766,-79.977376,South Side Flats
"425 Cinema Dr Pittsburgh, PA ",40.427665,-79.964818,South Side Flats
"2101 Greentree Road / Ste B117 Pittsburgh, PA ",39.78373,-100.445882,
"5200 Brownsville Rd Pittsburgh, PA ",40.386932,-79.982947,Carrick
"3050 Churchview Avenue Pittsburgh, PA ",40.38416,-79.957307,Carrick
"4101 Library Road Pittsburgh, PA ",40.3787,-80.002225,Overbrook
"307 Grant Avenue Pittsburgh, PA ",39.78373,-100.445882,
"82 Fort Couch Road Pittsburgh, PA ",39.78373,-100.445882,
"1611 Carson  Street Pittsburgh, PA ",39.78373,-100.445882,
"2798 Robinson Boulevard Pittsburgh, PA ",40.452914,-79.866053,East Hills
"7400 Church Street Pittsburgh, PA ",39.78373,-100.445882,
"2328 E Carson St Pittsburgh, PA ",40.428036,-79.97176,South Side Flats
"5747 Ellsworth  Avenue Pittsburgh, PA ",40.459107,-79.923497,Shadyside
"245 4th Avenue Pittsburgh, PA ",39.78373,-100.445882,
"4 Market  Square Pittsburgh, PA ",40.440733,-80.002558,Downtown
"1914 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"621 Evergreen Avenue Pittsburgh, PA ",39.78373,-100.445882,
"2414 Brownsville Rd Pittsburgh, PA ",40.386932,-79.982947,Carrick
"200 Davis Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"2500 Swallow Hill Road Pittsburgh, PA ",39.78373,-100.445882,
"314 Freeport Road Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"124 Enger Avenue Pittsburgh, PA ",39.78373,-100.445882,
"1805 Babcock Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"6221 Saltsburg Rd Pittsburgh, PA ",39.78373,-100.445882,
"309 Freeport Road Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"3404 5th  Avenue Pittsburgh, PA ",40.454898,-79.911439,Larimer
"224 W Station Square  Drive Pittsburgh, PA ",40.437824,-80.013036,South Shore
"520 Alexander Street Pittsburgh, PA ",40.441199,-80.034052,West End
"75 Blazier Dr Pittsburgh, PA ",39.78373,-100.445882,
"2010 Josephine St Pittsburgh, PA ",40.424646,-79.972139,South Side Slopes
"630 Washington Road Pittsburgh, PA ",39.78373,-100.445882,
"1130 Perry Highway Suite # 7 Pittsburgh, PA ",39.78373,-100.445882,
"223 Shiloh Street Pittsburgh, PA ",40.429918,-80.007198,Mount Washington
"225 Shiloh Street Pittsburgh, PA ",40.429863,-80.007195,Mount Washington
"210 Forbes Avenue Pittsburgh, PA ",40.440414,-80.002098,Downtown
"2032 Murray Ave Pittsburgh, PA ",40.432294,-79.923158,Squirrel Hill South
"4144 Saw Mill Run / Clairton Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"4506 Liberty Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"1150 Smallman Street Pittsburgh, PA ",40.449673,-79.98788,Strip District
"5401 Penn  Avenue Pittsburgh, PA ",40.464884,-79.936095,Garfield
"5500 Walnut St Pittsburgh, PA ",40.450824,-79.933521,Shadyside
"4525 Liberty Ave Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"207 Oakland Ave Pittsburgh, PA ",40.44144,-79.956671,Central Oakland
"4400 Forbes  Avenue Pittsburgh, PA ",40.443008,-79.949916,North Oakland
"5830 Ellsworth  Avenue Pittsburgh, PA ",40.459107,-79.923497,Shadyside
"444 Liberty Avenue Pittsburgh, PA ",40.441122,-80.004505,Downtown
"4032 Butler Street Pittsburgh, PA ",40.469324,-79.961295,Central Lawrenceville
"2100 Murray  Avenue Pittsburgh, PA ",40.433588,-79.923127,Squirrel Hill South
"4525 Liberty  Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"207 Oakland Avenue Pittsburgh, PA ",40.44144,-79.956671,Central Oakland
"2729 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"5830 Ellsworth Avenue Pittsburgh, PA ",40.459107,-79.923497,Shadyside
"225 Mt Lebanon  Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"225 Mt Lebanon Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"4324 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"804 Warrington Avenue Pittsburgh, PA ",39.78373,-100.445882,
"10 Market Street Pittsburgh, PA ",40.437897,-80.004426,Downtown
"1525 Potomac Avenue Pittsburgh, PA ",40.403336,-80.040739,Banksville
"11591 Frankstown Rd Pittsburgh, PA ",40.459808,-79.873891,East Hills
"3526 Allequippa St Pittsburgh, PA ",40.445469,-79.962274,West Oakland
"6012 Centre Ave Pittsburgh, PA ",40.46015,-79.924354,East Liberty
"417 Craig  Street Pittsburgh, PA ",39.78373,-100.445882,
"249 5th Avenue Pittsburgh, PA ",40.454898,-79.911439,Larimer
"301 South Hills Village FC-03 Pittsburgh, PA ",39.78373,-100.445882,
"2901 Sarah St Pittsburgh, PA ",40.427974,-79.98855,South Side Flats
"2301 Brownsville Rd Pittsburgh, PA ",40.386932,-79.982947,Carrick
"3801 Butler St Pittsburgh, PA ",40.48751,-79.918531,Morningside
"395 Jacks Run Road Pittsburgh, PA ",40.499522,-80.030305,Perry North
"1003 Perry Highway Pittsburgh, PA ",40.49831,-80.020311,Perry North
"5115 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"3719 Terrace  Street Pittsburgh, PA ",40.44024,-79.968502,West Oakland
"4800 Sciota St Pittsburgh, PA ",40.459924,-79.947446,Bloomfield
"5150 Centre  Avenue Pittsburgh, PA ",40.46015,-79.924354,East Liberty
"4136 Library  Road Pittsburgh, PA ",40.3787,-80.002225,Overbrook
"41 Sterling St Pittsburgh, PA ",40.422218,-79.973935,South Side Slopes
"700 Forbes Ave Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"855 Freeport  Road Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"407 Cinema  Drive Pittsburgh, PA ",40.427658,-79.965506,South Side Flats
"178 Pius St Pittsburgh, PA ",40.42486,-79.984629,South Side Slopes
"450 Clairton Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"4778 Liberty Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"300 S Craig St Pittsburgh, PA ",40.445609,-79.948998,North Oakland
"300 Craig Street Pittsburgh, PA ",39.78373,-100.445882,
"1701 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"4 Allegheny Center / 3rd Fl Pittsburgh, PA ",39.78373,-100.445882,
"2557 E Carson St Pittsburgh, PA ",40.427444,-79.968377,South Side Flats
"1 Industry  Lane Pittsburgh, PA ",39.78373,-100.445882,
"4611 Centre  Avenue Pittsburgh, PA ",40.452164,-79.951625,North Oakland
"518 California Avenue Pittsburgh, PA ",40.462902,-80.031429,Marshall-Shadeland
"4611 Centre Avenue Pittsburgh, PA ",40.452164,-79.951625,North Oakland
"5310 Liberty Avenue Pittsburgh, PA ",40.455779,-79.939493,Shadyside
"812 Mansfield Avenue Pittsburgh, PA ",40.417135,-80.061849,East Carnegie
"1311 E Carson St Pittsburgh, PA ",40.428958,-79.984827,South Side Flats
"3459 5th Avenue Pittsburgh, PA ",40.454898,-79.911439,Larimer
"713 Main  Street Pittsburgh, PA ",40.46458,-79.953733,Central Lawrenceville
"2910 West Liberty Avenue Pittsburgh, PA ",40.413791,-80.009759,Beltzhoover
"5510 Babcock Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"201 Shiloh  Street Pittsburgh, PA ",40.42884,-80.007271,Mount Washington
"9755 Saltsburg Rd Pittsburgh, PA ",39.78373,-100.445882,
"4771 McKnight Road Pittsburgh, PA ",40.496065,-80.012221,Summer Hill
"460 Home Drive Pittsburgh, PA ",39.78373,-100.445882,
"4729 Liberty Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"424 Main Street Pittsburgh, PA ",40.46458,-79.953733,Central Lawrenceville
"268 Yost Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"5125 Margaret Morrison Street Pittsburgh, PA ",40.442768,-79.941029,Squirrel Hill North
"600 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"701 Smithfield Street Pittsburgh, PA ",40.435636,-80.00166,South Shore
"808 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"402 Bigham Street Pittsburgh, PA ",40.429938,-80.017803,Mount Washington
"4612 Browns Hill Rd Pittsburgh, PA ",40.415841,-79.92521,Squirrel Hill South
"4609 Centre Ave Pittsburgh, PA ",40.452156,-79.951681,North Oakland
"400 Lincoln Avenue Pittsburgh, PA ",40.464496,-79.899624,Homewood West
"1687 Washington Road Pittsburgh, PA ",39.78373,-100.445882,
"257 Craig Street Pittsburgh, PA ",39.78373,-100.445882,
"100 Waterfront Drive Pittsburgh, PA ",40.463157,-79.977373,Troy Hill
"711 Washington  Road Pittsburgh, PA ",39.78373,-100.445882,
"1029 Freeport Road Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"140 S 18th St Pittsburgh, PA ",40.426961,-79.980727,South Side Slopes
"2145 Noblestown Rd Pittsburgh, PA ",40.438218,-80.044528,Westwood
"3900 Saw Mill Run  Boulevard Pittsburgh, PA ",40.384054,-79.995424,Overbrook
"2799 Freeport Road Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"10731 Frankstown Rd Pittsburgh, PA ",40.459808,-79.873891,East Hills
"941 Liberty Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"5185 Brownsville Rd Pittsburgh, PA ",40.386932,-79.982947,Carrick
"2339 Carson  Street Pittsburgh, PA ",39.78373,-100.445882,
"5440 Centre Ave Pittsburgh, PA ",40.456376,-79.936567,Friendship
"7343 Saltsburg Road Pittsburgh, PA ",39.78373,-100.445882,
"45 Foster Avenue Pittsburgh, PA ",39.78373,-100.445882,
"4578 Browns Hill  Road Pittsburgh, PA ",40.415963,-79.924832,Squirrel Hill South
"920 Ohio River Blvd Pittsburgh, PA ",40.448877,-80.017796,Chateau
"225 Summit Park Drive Pittsburgh, PA ",39.78373,-100.445882,
"60 21st Street Pittsburgh, PA ",40.453041,-79.984735,Strip District
"6700 Saltsburg Road Pittsburgh, PA ",39.78373,-100.445882,
"1054 Herron Ave Pittsburgh, PA ",40.455717,-79.965982,Bedford Dwellings
"268 Freeport Road Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"117 Bouquet  Street Pittsburgh, PA ",39.78373,-100.445882,
"8070 Ohio River Blvd Pittsburgh, PA ",40.448877,-80.017796,Chateau
"2961 West Liberty  Avenue Pittsburgh, PA ",40.413791,-80.009759,Beltzhoover
"525 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"215 Settlers Ridge Center Drive Pittsburgh, PA ",39.78373,-100.445882,
"413 S Craig  Street Pittsburgh, PA ",40.444824,-79.948415,North Oakland
"1204 Grandview Avenue Pittsburgh, PA ",40.43155,-80.006613,Mount Washington
"7505 Saltsburg Road Pittsburgh, PA ",39.78373,-100.445882,
"4505 Liberty Ave Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"1601 Carson  Street Pittsburgh, PA ",39.78373,-100.445882,
"1216 Woods Run  Avenue Pittsburgh, PA ",40.476578,-80.030637,Marshall-Shadeland
"2923 Penn  Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"3841 Willow  Avenue Pittsburgh, PA ",39.78373,-100.445882,
"21 Foster Avenue Pittsburgh, PA ",39.78373,-100.445882,
"463 Perry Highway Pittsburgh, PA ",40.49831,-80.020311,Perry North
"5802 Forbes Ave Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"308 Cochran Road Pittsburgh, PA ",39.78373,-100.445882,
"90 Noble Ave Pittsburgh, PA ",40.43331,-80.066569,Oakwood
"437 Grant Street Pittsburgh, PA ",40.439143,-79.997322,Downtown
"2209 Murray Ave Pittsburgh, PA ",40.432294,-79.923158,Squirrel Hill South
"155 21st Street Pittsburgh, PA ",40.453041,-79.984735,Strip District
"2100 Broadway Avenue Pittsburgh, PA ",40.411092,-80.024311,Beechview
"1337 Steuben St Pittsburgh, PA ",40.443819,-80.030167,Elliott
"900 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"300 Heinz St Pittsburgh, PA ",40.454189,-79.991381,Troy Hill
"3853 California  Avenue Pittsburgh, PA ",40.462902,-80.031429,Marshall-Shadeland
"513 Lincoln Ave Pittsburgh, PA ",40.461428,-79.909181,Larimer
"7678 Saltsburg Rd Pittsburgh, PA ",39.78373,-100.445882,
"207 S Craig  Street Pittsburgh, PA ",40.446078,-79.948641,North Oakland
"300 Corliss Street (Back) Pittsburgh, PA ",39.78373,-100.445882,
"1175 Freeport Road Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"850 Ohio River Blvd Pittsburgh, PA ",40.448877,-80.017796,Chateau
"5000 Forbes  Avenue Pittsburgh, PA ",40.44414,-79.942888,Squirrel Hill North
"1401 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"1126 Braddock  Avenue Pittsburgh, PA ",40.427226,-79.890789,Swisshelm Park
"301 South Hills Village FC-11 Pittsburgh, PA ",39.78373,-100.445882,
"301 South Hills Village Drive Drive Pittsburgh, PA ",39.78373,-100.445882,
"5888 Forbes Ave Pittsburgh, PA ",40.437966,-79.919474,Squirrel Hill South
"300 B Beverly Road Pittsburgh, PA ",39.78373,-100.445882,
"946 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"5932 Centre Avenue Pittsburgh, PA ",40.459059,-79.92756,East Liberty
"353 Freeport Rd Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"1354 Goettman Street Pittsburgh, PA ",40.458558,-79.987596,Troy Hill
"5440 Walnut Street Pittsburgh, PA ",40.451842,-79.931651,Shadyside
"1015 Forbes Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"5882 Forbes Ave Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"922 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"122 Shiloh Street Pittsburgh, PA ",40.42884,-80.007271,Mount Washington
"2585 Freeport Road Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"223 Atwood  Street Pittsburgh, PA ",40.439704,-79.955905,Central Oakland
"4605 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"308 Forbes Avenue Pittsburgh, PA ",40.439792,-80.000544,Downtown
"5011 2nd  Avenue Pittsburgh, PA ",39.78373,-100.445882,
"300 Cochran  Road Pittsburgh, PA ",39.78373,-100.445882,
"5801 Ellsworth  Avenue Pittsburgh, PA ",40.459107,-79.923497,Shadyside
"715 Dorseyville Road Pittsburgh, PA ",39.78373,-100.445882,
"4032 Butler St Pittsburgh, PA ",40.469324,-79.961295,Central Lawrenceville
"2200 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"5500 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"1923 Murray Ave Pittsburgh, PA ",40.43528,-79.922709,Squirrel Hill South
"2763 E Carson St Pittsburgh, PA ",40.427444,-79.968377,South Side Flats
"930 Freeport  Road Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"1507 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"6050 Robinson Center Drive Pittsburgh, PA ",39.78373,-100.445882,
"2302 E Carson St Pittsburgh, PA ",40.428081,-79.972839,South Side Flats
"1990 Monongahela Ave Pittsburgh, PA ",40.427209,-79.890949,Swisshelm Park
"3703 Forbes  Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
